"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved";"goals_per90";"assists_per90";"shots_per90";"shots_on_per90";"key_passes_per90";"passes_per90";"tackles_per90";"interceptions_per90";"duels_total_per90";"duels_won_per90";"dribbles_attempts_per90";"dribbles_success_per90";"fouls_drawn_per90";"fouls_committed_per90"
"Segunda División";"Spain";141;336645;"Nacho Nicolau";"Ignacio";"Nicolau Benlloch";22;"2003-04-14";NA;"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/336645.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;40;"Goalkeeper";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;337359;"E. Cedeño";"Edward Edier";"Cedeño Guerrel";22;"2003-07-05";"Ciudad de Panamá";"Panama";"Panama";"188";"80";FALSE;"https://media.api-sports.io/football/players/337359.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;7;1;123;18;"Midfielder";6,63;FALSE;6;1;14;NA;NA;0;0;0;NA;76;1;NA;3;NA;2;21;9;1;1;NA;2;5;1;0;0;NA;NA;0;0;NA;0;0;NA;NA;0,731707317073171;55,609756097561;2,19512195121951;1,46341463414634;15,3658536585366;6,58536585365854;0,731707317073171;0,731707317073171;1,46341463414634;3,65853658536585
"Segunda División";"Spain";141;346700;"M. Luković";"Miloš";"Luković";20;"2005-11-18";"Beograd";"Serbia";"Serbia";"184";"85";FALSE;"https://media.api-sports.io/football/players/346700.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;17;14;1173;25;"Attacker";6,57;FALSE;3;10;5;22;15;4;0;1;NA;145;11;NA;6;NA;2;98;34;15;5;NA;14;20;4;0;1;NA;NA;0;0;NA;0,30690537084399;0,0767263427109974;1,68797953964194;1,15089514066496;0,843989769820972;11,1253196930946;0,460358056265985;0,153452685421995;7,51918158567775;2,60869565217391;1,15089514066496;0,383631713554987;1,07416879795396;1,53452685421995
"Segunda División";"Spain";141;346865;"L. Amatucci";"Lorenzo";"Amatucci";21;"2004-02-05";"Arezzo";"Italy";"Italy";"172 cm";"71 kg";FALSE;"https://media.api-sports.io/football/players/346865.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;27;27;2302;16;"Midfielder";7,06;FALSE;0;10;0;12;4;0;0;3;NA;1341;15;43;102;16;37;354;198;27;10;NA;77;55;3;0;0;NA;NA;0;0;NA;0;0,117289313640313;0,469157254561251;0,156385751520417;0,586446568201564;52,4283231972198;3,98783666377063;1,44656820156386;13,8401390095569;7,74109470026064;1,05560382276281;0,390964378801043;3,01042571676803;2,15030408340573
"Segunda División";"Spain";141;430773;"José Adam Arvelo López";"José Adam";"Arvelo López";20;"2005-05-31";"Candelaria";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/430773.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;1;0;1;29;"Attacker";NA;FALSE;1;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;431890;"Juan Herzog";"Juan Manuel";"Herzog González";21;"2004-05-13";"Santa Cruz de Tenerife";"Spain";"Spain";"186 cm";"81 kg";FALSE;"https://media.api-sports.io/football/players/431890.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;8;2;225;15;"Defender";6,7;FALSE;6;1;26;1;NA;0;0;0;NA;178;1;NA;2;2;NA;24;15;1;NA;NA;2;2;0;0;0;NA;NA;0;0;NA;0;0;0,4;NA;0,4;71,2;0,8;NA;9,6;6;0,4;NA;0,8;0,8
"Segunda División";"Spain";141;449817;"J. Recoba";"Jeremía Alexandre";"Recoba Perrone";22;"2003-10-08";"Montevideo";"Uruguay";"Uruguay";"176";"80";FALSE;"https://media.api-sports.io/football/players/449817.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;6;2;183;9;"Attacker";6,63;FALSE;4;2;7;4;NA;0;0;0;NA;57;7;NA;1;NA;2;35;14;4;2;NA;7;2;0;0;0;NA;NA;0;0;NA;0;0;1,9672131147541;NA;3,44262295081967;28,0327868852459;0,491803278688525;0,983606557377049;17,2131147540984;6,88524590163934;1,9672131147541;0,983606557377049;3,44262295081967;0,983606557377049
"Segunda División";"Spain";141;522649;"Arturo Rodríguez";"Arturo";"Rodríguez Cosano";19;"2006-08-05";"Mataró";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/522649.png";534;"Las Palmas";"https://media.api-sports.io/football/teams/534.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;37;"Attacker";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;286564;"Álex Cardero";"Alejandro";"Suárez Cardero";22;"2003-08-25";"Oviedo";"Spain";"Spain";"175";"68";FALSE;"https://media.api-sports.io/football/players/286564.png";799;"Mirandes";"https://media.api-sports.io/football/teams/799.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;17;5;637;11;"Midfielder";6,52;FALSE;12;5;17;9;4;1;0;1;NA;218;11;NA;4;1;3;68;22;7;NA;NA;13;16;4;0;0;NA;NA;0;0;NA;0,141287284144427;0,141287284144427;1,27158555729984;0,565149136577708;1,5541601255887;30,8006279434851;0,565149136577708;0,423861852433281;9,60753532182104;3,10832025117739;0,989010989010989;NA;1,83673469387755;2,26059654631083
"Segunda División";"Spain";141;295881;"Trilli";"Álvaro";"Pérez Campo";22;"2003-05-19";"Ortigueira";"Spain";"Spain";"184 cm";NA;FALSE;"https://media.api-sports.io/football/players/295881.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;10;1;222;2;"Defender";6,7;FALSE;9;1;21;1;NA;0;0;0;NA;135;5;NA;5;NA;3;20;13;2;2;NA;1;4;1;0;0;NA;NA;0;0;NA;0;0;0,405405405405405;NA;2,02702702702703;54,7297297297297;2,02702702702703;1,21621621621622;8,10810810810811;5,27027027027027;0,810810810810811;0,810810810810811;0,405405405405405;1,62162162162162
"Segunda División";"Spain";141;295881;"Trilli";"Álvaro";"Pérez Campo";22;"2003-05-19";"Ortigueira";"Spain";"Spain";"184 cm";NA;FALSE;"https://media.api-sports.io/football/players/295881.png";713;"Cordoba";"https://media.api-sports.io/football/teams/713.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;2;2;180;22;"Defender";6,8;FALSE;0;0;1;1;NA;0;0;0;NA;60;2;NA;3;NA;1;8;5;NA;NA;NA;1;1;0;0;0;NA;NA;0;0;NA;0;0;0,5;NA;1;30;1,5;0,5;4;2,5;NA;NA;0,5;0,5
"Segunda División";"Spain";141;298064;"David Torres";"David";"Torres Ortiz";22;"2003-03-05";"Valladolid";"Spain";"Spain";"182 cm";"76 kg";FALSE;"https://media.api-sports.io/football/players/298064.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;28;28;2426;4;"Defender";6,72;FALSE;0;2;0;3;1;1;0;0;NA;1270;4;NA;34;23;16;196;103;NA;NA;NA;9;34;3;0;0;NA;NA;0;0;NA;0,0370981038746908;0;0,111294311624073;0,0370981038746908;0,148392415498763;47,1145919208574;1,26133553173949;0,593569661995054;7,27122835943941;3,82110469909316;NA;NA;0,333882934872218;1,26133553173949
"Segunda División";"Spain";141;331004;"Chuky San José";"Iván";"San José Cantalejo";21;"2004-04-29";"Valladolid";"Spain";"Spain";"172 cm";"64 kg";FALSE;"https://media.api-sports.io/football/players/331004.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;25;16;1625;20;"Midfielder";7,01;FALSE;9;9;9;33;14;5;0;5;NA;460;35;NA;15;NA;7;206;86;44;19;NA;37;24;4;0;0;NA;NA;1;0;NA;0,276923076923077;0,276923076923077;1,82769230769231;0,775384615384615;1,93846153846154;25,4769230769231;0,830769230769231;0,387692307692308;11,4092307692308;4,76307692307692;2,43692307692308;1,05230769230769;2,04923076923077;1,32923076923077
"Segunda División";"Spain";141;347881;"Eneko Astigarraga";"Eneko";"Astigarraga Alkorta";21;"2004-01-08";"San Sebastián";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/347881.png";9585;"Real Sociedad II";"https://media.api-sports.io/football/teams/9585.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;27;"Defender";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;414435;"T. Helguera";"Thiago Emanuel";"Helguera Merello";19;"2006-03-26";"Paysandú";"Uruguay";"Uruguay";"181";"73";FALSE;"https://media.api-sports.io/football/players/414435.png";799;"Mirandes";"https://media.api-sports.io/football/teams/799.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;24;16;1527;6;"Midfielder";6,6;FALSE;8;6;12;6;4;0;0;1;NA;496;10;NA;30;3;13;124;63;15;7;NA;9;14;3;0;0;NA;NA;0;0;NA;0;0,0589390962671906;0,353634577603143;0,235756385068762;0,589390962671906;29,2337917485265;1,76817288801572;0,766208251473477;7,30844793713163;3,71316306483301;0,884086444007859;0,412573673870334;0,530451866404715;0,825147347740668
"Segunda División";"Spain";141;449063;"Alex Garcia";"Alex";"Marchal García";18;"2007-09-17";NA;"Spain";"Spain";"180 cm";"70 kg";FALSE;"https://media.api-sports.io/football/players/449063.png";9585;"Real Sociedad II";"https://media.api-sports.io/football/teams/9585.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;22;7;777;19;"Attacker";6,62;FALSE;15;7;18;9;5;1;0;1;NA;201;11;NA;13;1;5;82;30;26;4;NA;10;7;1;0;0;NA;NA;0;0;NA;0,115830115830116;0,115830115830116;1,04247104247104;0,579150579150579;1,27413127413127;23,2818532818533;1,50579150579151;0,579150579150579;9,4980694980695;3,47490347490347;3,01158301158301;0,463320463320463;1,15830115830116;0,810810810810811
"Segunda División";"Spain";141;452407;"Sydney Osazuwa";"Sydney Ehizogie";"Osazuwa Omoruyi";18;"2007-04-21";"Fuenlabrada";"Spain";"Spain";"193 cm";NA;FALSE;"https://media.api-sports.io/football/players/452407.png";9585;"Real Sociedad II";"https://media.api-sports.io/football/teams/9585.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;6;0;56;20;"Attacker";6,78;FALSE;6;0;22;2;2;1;0;0;NA;5;NA;NA;1;NA;NA;13;5;1;NA;NA;1;2;0;0;0;NA;NA;0;0;NA;1,60714285714286;0;3,21428571428571;3,21428571428571;NA;8,03571428571429;1,60714285714286;NA;20,8928571428571;8,03571428571429;1,60714285714286;NA;1,60714285714286;3,21428571428571
"Segunda División";"Spain";141;199042;"Mario Maroto";"Mario";"Maroto Argüello";22;"2003-11-28";"Valladolid";"Spain";"Spain";"176 cm";"66 kg";FALSE;"https://media.api-sports.io/football/players/199042.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;29;16;"Midfielder";6,75;FALSE;0;0;0;2;1;1;0;0;NA;6;NA;NA;NA;NA;NA;7;2;NA;NA;NA;1;2;0;0;0;NA;NA;0;0;NA;3,10344827586207;0;6,20689655172414;3,10344827586207;NA;18,6206896551724;NA;NA;21,7241379310345;6,20689655172414;NA;NA;3,10344827586207;6,20689655172414
"Segunda División";"Spain";141;309917;"Álvaro Aceves";"Álvaro";"Aceves Catalina";22;"2003-07-26";"Chañe";"Spain";"Spain";"190 cm";"85 kg";FALSE;"https://media.api-sports.io/football/players/309917.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;1;"Goalkeeper";NA;FALSE;0;0;29;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;354142;"Iván Garriel";"Iván";"Garriel Muñoz";20;"2005-04-03";"Valladolid";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/354142.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;13;2;382;27;"Defender";6,68;FALSE;11;1;16;4;2;0;0;0;NA;150;8;NA;4;NA;6;39;14;12;5;NA;2;9;2;0;0;NA;NA;0;0;NA;0;0;0,942408376963351;0,471204188481675;1,8848167539267;35,3403141361257;0,942408376963351;1,41361256544503;9,18848167539267;3,29842931937173;2,82722513089005;1,17801047120419;0,471204188481675;2,12041884816754
"Segunda División";"Spain";141;361386;"Koke";"Jorge";"Iglesias González";20;"2005-03-16";"Valladolid";"Spain";"Spain";"185 cm";"78 kg";FALSE;"https://media.api-sports.io/football/players/361386.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;32;"Defender";NA;FALSE;0;0;10;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;387519;"Xavier Moreno Hernández";"Xavier";"Moreno Hernández";21;"2004-11-05";NA;"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/387519.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;5;0;47;28;"Attacker";6,47;FALSE;5;0;14;1;NA;0;0;0;NA;10;1;NA;1;NA;NA;5;2;1;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;1,91489361702128;NA;1,91489361702128;19,1489361702128;1,91489361702128;NA;9,57446808510638;3,82978723404255;1,91489361702128;NA;NA;NA
"Segunda División";"Spain";141;405722;"Hugo San";"Hugo";"San Modesto Valdespino";20;"2005-10-24";"Valladolid";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/405722.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;6;5;520;30;"Defender";6,63;FALSE;1;0;6;2;1;0;0;0;NA;151;6;NA;6;4;6;35;20;6;2;NA;4;3;1;0;0;NA;NA;0;0;NA;0;0;0,346153846153846;0,173076923076923;1,03846153846154;26,1346153846154;1,03846153846154;1,03846153846154;6,05769230769231;3,46153846153846;1,03846153846154;0,346153846153846;0,692307692307692;0,519230769230769
"Segunda División";"Spain";141;440339;"Adrian Arnuncio";"Adrián";"Arnuncio Baquerín";18;"2007-03-04";"Palencia";"Spain";"Spain";"185 cm";"75 kg";FALSE;"https://media.api-sports.io/football/players/440339.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;8;0;119;19;"Attacker";6,33;FALSE;8;0;16;NA;NA;0;0;0;NA;25;4;NA;NA;NA;1;25;7;3;2;NA;1;3;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;3,02521008403361;18,9075630252101;NA;0,756302521008403;18,9075630252101;5,29411764705882;2,26890756302521;1,51260504201681;0,756302521008403;2,26890756302521
"Segunda División";"Spain";141;452738;"Aranda";"José Luis";"Aranda Rojas";19;"2006-01-31";"Valladolid";"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/452738.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;34;"Defender";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;506254;"I. Alani";"Ibrahim Akitunde";"Alani";19;"2006-07-29";NA;"Nigeria";"Nigeria";NA;NA;FALSE;"https://media.api-sports.io/football/players/506254.png";720;"Valladolid";"https://media.api-sports.io/football/teams/720.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;11;1;257;12;"Midfielder";6,65;FALSE;10;1;27;3;1;0;0;0;NA;128;3;NA;10;NA;5;44;24;6;4;NA;6;6;2;1;0;NA;NA;0;0;NA;0;0;1,05058365758755;0,350194552529183;1,05058365758755;44,8249027237354;3,50194552529183;1,75097276264591;15,408560311284;8,40466926070039;2,1011673151751;1,40077821011673;2,1011673151751;2,1011673151751
"Segunda División";"Spain";141;107142;"Andy Escudero Jara";"Andy";"Escudero Jara";20;"1999-07-10";"Alicante";"Spain";"Spain";"
    ";"
    ";FALSE;"https://media.api-sports.io/football/players/107142.png";10139;"AD Ceuta FC";"https://media.api-sports.io/football/teams/10139.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;12;20;"Midfielder";6,7;FALSE;0;0;0;NA;NA;0;0;0;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;60;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;286801;"Diego Sánchez";"Diego";"Sánchez Pérez";22;"2003-07-18";"Avilés";"Spain";"Spain";"186 cm";NA;FALSE;"https://media.api-sports.io/football/players/286801.png";731;"Sporting Gijon";"https://media.api-sports.io/football/teams/731.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;25;22;2045;5;"Defender";6,7;FALSE;3;4;6;5;2;0;0;2;NA;874;24;NA;20;5;20;158;78;13;6;NA;12;20;4;0;0;NA;1;0;0;NA;0;0,0880195599022005;0,220048899755501;0,0880195599022005;1,05623471882641;38,4645476772616;0,880195599022005;0,880195599022005;6,95354523227384;3,43276283618582;0,572127139364303;0,264058679706601;0,528117359413203;0,880195599022005
"Segunda División";"Spain";141;385439;"Josema";"José Manuel";"López Pérez";22;"2003-03-08";"Las Gabias";"Spain";"Spain";"175 cm";NA;FALSE;"https://media.api-sports.io/football/players/385439.png";10139;"AD Ceuta FC";"https://media.api-sports.io/football/teams/10139.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;1;0;1;30;"Midfielder";NA;FALSE;1;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;90;NA;NA;NA;NA;90
"Segunda División";"Spain";141;435682;"E. Aghama";"Efe";"Aghama";21;"2004-06-11";NA;"Nigeria";"Nigeria";NA;NA;FALSE;"https://media.api-sports.io/football/players/435682.png";10139;"AD Ceuta FC";"https://media.api-sports.io/football/teams/10139.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;3;1;161;27;"Attacker";6,77;FALSE;2;0;2;1;NA;0;0;0;NA;42;1;NA;NA;NA;NA;20;12;7;4;NA;8;NA;0;0;0;1;NA;0;0;NA;0;0;0,559006211180124;NA;0,559006211180124;23,4782608695652;NA;NA;11,1801242236025;6,70807453416149;3,91304347826087;2,2360248447205;4,47204968944099;NA
"Segunda División";"Spain";141;435682;"E. Aghama";"Efe";"Aghama";21;"2004-06-11";NA;"Nigeria";"Nigeria";NA;NA;FALSE;"https://media.api-sports.io/football/players/435682.png";724;"Cadiz";"https://media.api-sports.io/football/teams/724.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;11;2;309;7;"Attacker";6,69;FALSE;9;2;13;3;2;1;0;0;NA;60;NA;NA;7;NA;5;83;45;33;19;NA;15;5;1;0;0;NA;NA;0;0;NA;0,29126213592233;0;0,87378640776699;0,58252427184466;NA;17,4757281553398;2,03883495145631;1,45631067961165;24,1747572815534;13,1067961165049;9,61165048543689;5,53398058252427;4,36893203883495;1,45631067961165
"Segunda División";"Spain";141;435682;"E. Aghama";"Efe";"Aghama";21;"2004-06-11";NA;"Nigeria";"Nigeria";NA;NA;FALSE;"https://media.api-sports.io/football/players/435682.png";726;"Huesca";"https://media.api-sports.io/football/teams/726.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;3;0;46;24;"Attacker";6,33;FALSE;3;0;6;1;NA;0;0;0;NA;14;NA;NA;1;NA;NA;11;2;4;1;NA;NA;2;0;0;0;NA;NA;0;0;NA;0;0;1,95652173913043;NA;NA;27,3913043478261;1,95652173913043;NA;21,5217391304348;3,91304347826087;7,82608695652174;1,95652173913043;NA;3,91304347826087
"Segunda División";"Spain";141;453885;"A. Bassinga";"Aboubacar";"Bassinga";20;"2005-07-13";NA;"Côte d'Ivoire";"Côte d'Ivoire";"178 cm";"70 kg";FALSE;"https://media.api-sports.io/football/players/453885.png";10139;"AD Ceuta FC";"https://media.api-sports.io/football/teams/10139.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;15;1;351;26;"Midfielder";6,44;FALSE;14;1;21;4;2;0;0;0;NA;202;4;NA;7;NA;7;80;26;16;10;NA;6;15;3;0;0;NA;NA;0;0;NA;0;0;1,02564102564103;0,512820512820513;1,02564102564103;51,7948717948718;1,79487179487179;1,79487179487179;20,5128205128205;6,66666666666667;4,1025641025641;2,56410256410256;1,53846153846154;3,84615384615385
"Segunda División";"Spain";141;292385;"Íker Venteo";"Íker";"Venteo Plaza";22;"2003-04-24";"Vilanova del Camí";"Spain";"Spain";"191 cm";NA;FALSE;"https://media.api-sports.io/football/players/292385.png";731;"Sporting Gijon";"https://media.api-sports.io/football/teams/731.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;0;0;NA;30;"Goalkeeper";NA;FALSE;0;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Segunda División";"Spain";141;325140;"J. Smith";"Justin";"Smith";22;"2003-02-04";"Paris";"France";"Canada";"190 cm";"79 kg";FALSE;"https://media.api-sports.io/football/players/325140.png";731;"Sporting Gijon";"https://media.api-sports.io/football/teams/731.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;20;10;942;24;"Midfielder";6,66;FALSE;10;6;17;5;2;0;0;0;NA;304;2;NA;27;2;10;129;67;16;7;NA;17;21;5;0;0;NA;NA;0;0;NA;0;0;0,477707006369427;0,191082802547771;0,191082802547771;29,0445859872611;2,5796178343949;0,955414012738853;12,3248407643312;6,40127388535032;1,52866242038217;0,668789808917197;1,62420382165605;2,00636942675159
"Segunda División";"Spain";141;363990;"Enol Prendes";"Enol";"Prendes Ortiz";21;NA;NA;"Spain";"Spain";NA;NA;FALSE;"https://media.api-sports.io/football/players/363990.png";731;"Sporting Gijon";"https://media.api-sports.io/football/teams/731.png";141;"Segunda División";"Spain";"https://media.api-sports.io/football/leagues/141.png";"https://media.api-sports.io/flags/es.svg";2025;2;0;19;32;"Attacker";6,45;FALSE;2;0;8;NA;NA;0;0;0;NA;8;1;NA;1;NA;NA;7;2;2;NA;NA;1;2;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;4,73684210526316;37,8947368421053;4,73684210526316;NA;33,1578947368421;9,47368421052632;9,47368421052632;NA;4,73684210526316;9,47368421052632
